Exp,Exp059916,Exp061176,Exp061181,Exp061185,Exp062208,Exp064852,Exp066021,Exp066027,Exp066042,Exp066046,Exp066048,Exp066049,Exp066050,Exp066051,Exp066878,Exp066880,Exp066882,Exp066883,Exp066885,Exp068735,Exp071414,Exp071415,Exp071857,Exp071858,Exp071903,Exp071904,Exp071905,Exp072372,Exp072375,Exp072377,Exp072381,Exp072767,Exp072768,Exp072769,Exp072772,Exp072773,Exp072774,Exp061173,Exp061174,Exp063152,Exp064845,Exp064846,Exp064853,Exp066038,Exp066043,Exp066044,Exp066047,Exp066052,Exp066873,Exp066877,Exp066879,Exp066881,Exp066884,Exp072775,Exp071851,Exp071914,Exp072219,Exp071595,Exp071850,Exp071854,Exp071859,Exp071909,Exp071910,Exp071911,Exp072218,Exp072220,Exp072224,Exp072225,Exp072368,Exp072369,Exp072222,Exp071416,Exp071591,Exp071860,Exp071861,Exp071907,Exp071908,Exp071912,Exp072221,Exp072380,Exp072781,Exp072782,Exp071913,Exp072223,Exp061846,Exp062200,Exp063810,Exp064114,Exp064119,Exp059902,Exp059910,Exp059912,Exp059914,Exp059919,Exp059921,Exp059922,Exp059929,Exp059931,Exp061843,Exp061848,Exp061853,Exp061854,Exp061860,Exp064115,Exp066036,Exp067104,Exp067442,Exp068437,Exp068740,Exp059896,Exp059904,Exp059906,Exp059908,Exp059915,Exp059918,Exp059927,Exp061856,Exp063977,Exp063979,Exp064120,Exp064370,Exp066874,Exp066875,Exp067436,Exp067439,Exp068439,Exp068442
mgps,-0.029306118,0.208852465,0.063542967,-0.01142687,-0.003244712,0.040242758,-0.017634641,0.066460238,-0.039049426,-0.084823636,-0.036594618,-0.043802606,0.010460141,0.01181802,0.001868089,-0.030026487,0.034887564,0.069032186,-0.088479592,-0.010055106,-0.039069858,-0.10914297,-0.110951014,-0.038169142,-0.075743002,-0.000157977,-0.1105604,0.012618645,-0.021432002,-0.0355955,-0.117418383,-0.058600449,-0.006523128,-0.116120702,-0.063681918,-0.074788533,-0.08115612,-0.014323758,0.003696012,0.093187454,0.072677338,0.017371032,0.014738471,-0.076912564,9.24E-05,-0.006301922,-0.076492068,-0.037262368,-0.098434907,0.070693003,0.002486112,0.002669968,-0.135478073,0.074786407,0.041504948,-0.116027609,-0.070670005,0.055849021,-0.081953588,-0.059613471,0.051568179,0.037423445,0.131801958,-0.074684767,-0.090948086,-0.006675364,-0.054564862,-0.071576419,-0.009580116,0.001115844,-0.079880533,-0.047048495,-0.020098881,-0.022812135,0.016623176,-0.049291918,-0.031898815,-0.132024488,-0.027902846,-0.010778598,0.082270246,-0.12510902,-0.031661008,-0.050860114,0.049167204,0.016363861,-0.014838388,-0.063578227,0.058031865,0.00315386,0.050649153,0.000140975,0.017289385,-0.017891575,-0.024513882,0.092466904,0.066603401,0.025011438,0.005230431,-0.062920382,0.003175892,0.015334636,0.119443399,0.022307526,-0.001259123,0.059993203,0.161602351,0.003979626,0.075718984,0.065549436,0.127414439,0.010350898,0.048071155,0.076103928,-0.032745497,-0.052582772,0.125481467,-0.019269428,0.002106279,0.183277601,0.061700351,0.028959247,0.128468768,0.212924087,0.160230328,-0.022701887,0.110082669
