Exp,Exp058139,Exp063972,Exp061171,Exp063804,Exp061170,Exp071855,Exp058132,Exp071409,Exp061172,Exp063155,Exp071413,Exp071852,Exp061169,Exp058145,Exp071856,Exp071853,Exp064116,Exp063978,Exp061845,Exp066042,Exp071905,Exp064846,Exp068735,Exp066050,Exp064853,Exp061185,Exp066878,Exp066885,Exp066880,Exp072769,Exp066044,Exp062208,Exp066021,Exp071857,Exp063152,Exp066879,Exp066047,Exp072774,Exp061174,Exp071903,Exp064845,Exp071415,Exp066877,Exp061173,Exp066049,Exp066046,Exp071904,Exp059916,Exp072767,Exp071414,Exp072375,Exp061176,Exp072377,Exp066882,Exp072381,Exp066038,Exp066883,Exp066048,Exp064852,Exp072768,Exp072372,Exp066881,Exp066873,Exp072775,Exp061181,Exp072772,Exp066052,Exp066051,Exp066043,Exp071858,Exp072773,Exp066884,Exp066027,Exp071595,Exp072222,Exp071859,Exp071914,Exp072369,Exp071854,Exp072219,Exp071860,Exp072368,Exp072221,Exp071910,Exp072380,Exp072220,Exp072223,Exp071911,Exp072782,Exp072781,Exp071591,Exp071909,Exp071907,Exp071851,Exp071850,Exp071912,Exp072225,Exp071913,Exp071861,Exp072224,Exp071416,Exp072218,Exp071908,Exp063979,Exp063810,Exp068439,Exp066875,Exp066036,Exp061853,Exp067442,Exp059904,Exp061860,Exp059910,Exp067439,Exp064370,Exp059918,Exp059908,Exp059919,Exp059922,Exp064114,Exp066874,Exp067436,Exp059902,Exp059896,Exp061854,Exp068442,Exp064120,Exp068437,Exp061843,Exp061856,Exp064115,Exp068740,Exp059927,Exp061846,Exp062200,Exp059915,Exp059929,Exp067104,Exp059912,Exp059931,Exp059906,Exp064119,Exp063977,Exp061848,Exp059914,Exp059921,Exp061187,Exp056267,Exp059920,Exp063974,Exp058126,Exp058164,Exp072783,Exp057314,Exp063807,Exp061841,Exp061842,Exp067098,Exp067428,Exp056268,Exp063981,Exp057312,Exp058137,Exp056265,Exp066039,Exp068935,Exp059897,Exp059926,Exp058144,Exp059913,Exp061188,Exp068737,Exp066025,Exp057321,Exp071418,Exp064372,Exp067430,Exp071417,Exp059903,Exp059909,Exp061855,Exp059930,Exp068652,Exp067440,Exp068736,Exp068438,Exp062202,Exp066029,Exp063813,Exp058135,Exp059901,Exp063982,Exp068441,Exp059905,Exp063811,Exp072240,Exp058122,Exp072777,Exp058141,Exp059899,Exp058160,Exp057315,Exp061861,Exp058148,Exp066019,Exp059923,Exp066032,Exp071587,Exp072367,Exp067426,Exp068742,Exp056269,Exp068440,Exp056264,Exp056266,Exp061189,Exp068741,Exp068739,Exp061844,Exp068655,Exp059907,Exp071848,Exp059898,Exp068659,Exp063150,Exp066026,Exp063808,Exp068658,Exp067425,Exp071586,Exp067437,Exp057318,Exp068444,Exp062201,Exp068662,Exp061849,Exp058165,Exp061850,Exp058113,Exp058162,Exp058123,Exp058133,Exp066034,Exp063157,Exp071052,Exp062198,Exp067434,Exp064378,Exp058125,Exp059911,Exp058138,Exp066035,Exp071589,Exp068944,Exp068436,Exp068435,Exp067100,Exp058111,Exp058108,Exp068654,Exp071849,Exp061851,Exp058140,Exp057320,Exp067423,Exp059925,Exp064117,Exp058124,Exp067102,Exp071400,Exp067099,Exp068946,Exp068427,Exp067441,Exp075756,Exp067429,Exp067094,Exp066028,Exp068661,Exp075767,Exp072382,Exp067432,Exp068432,Exp064381,Exp070852,Exp071389,Exp071392,Exp071399,Exp068425,Exp067106,Exp072232,Exp071593,Exp070848,Exp067438,Exp070849,Exp071055,Exp067435,Exp068430,Exp068936,Exp071582,Exp071420,Exp071592,Exp075758,Exp068938,Exp067431,Exp067097,Exp066022,Exp068434,Exp068937,Exp066041,Exp064380,Exp068939,Exp070840,Exp068421,Exp067420,Exp067424,Exp067422,Exp068656,Exp070847,Exp068660,Exp070841,Exp064377,Exp071051,Exp068940,Exp070844,Exp072370,Exp067433,Exp063969,Exp071583,Exp072378,Exp075762,Exp068933,Exp071054,Exp071391,Exp071390,Exp071050,Exp067091,Exp071398,Exp075757,Exp071585,Exp066876,Exp068422,Exp064379,Exp067419,Exp067090,Exp071059,Exp066024,Exp068941,Exp075760,Exp067101,Exp072233,Exp075761,Exp072365,Exp072236,Exp071588,Exp071421,Exp071394,Exp070842,Exp068428,Exp070853,Exp068934,Exp070850,Exp075766,Exp068429,Exp071396,Exp075763,Exp066030,Exp072234,Exp066040,Exp070845,Exp067092,Exp071393,Exp071056,Exp072231,Exp071058,Exp072237,Exp068433,Exp067093,Exp070843,Exp075764,Exp068657,Exp067427,Exp072230,Exp071395,Exp072228,Exp072229,Exp068942,Exp070851,Exp071397,Exp071590,Exp072238,Exp071048,Exp067095,Exp066037,Exp068431,Exp068949,Exp067096,Exp075754,Exp072235,Exp066033,Exp068945,Exp068947
AHR,0.099943216,-0.379075579,-0.172156092,0.160877805,0.243424703,2.11424387,1.480223024,0.545599186,-0.216174967,-0.070142037,0.54853621,0.144459294,0.375823177,0.292273539,1.060870058,2.027030828,0.261475239,0.452889578,0.918196914,-0.086190195,-0.467051968,-0.459696574,-1.059208827,0.028653557,0.168558272,-0.372067903,-0.060629176,-0.595998106,0.061726835,-0.747382675,-0.69059963,0.194342941,0.30907049,0.954801154,-0.617607438,-0.336292768,-0.324532063,-0.390835291,-0.418384418,1.418177582,-0.741564748,1.353807883,0.240596615,0.038316034,0.261127842,-0.554386813,1.424385872,0.014873162,0.017430973,1.244506584,1.15919697,0.290805358,1.864300476,0.301241024,1.116240513,-0.291044566,-0.756645169,-0.239249174,-0.058780016,0.327959247,1.019298394,0.252621085,-0.583421475,0.164461066,-0.2803572,0.79676457,-0.42250991,0.153484148,0.334514619,-0.047264842,0.087286756,-0.414417828,0.16577124,0.19596596,-1.245570362,0.575433162,-0.616110673,0.040791179,1.1509703,-0.862272279,0.769899496,0.356338872,-0.85269654,-0.360413053,0.335579096,-0.293569376,-0.479101422,-1.06262673,-0.843600525,-0.048678531,0.831546369,0.729769379,-0.613239419,-0.072822029,0.45269468,-0.17652116,-0.450680509,-0.784377285,1.132841241,-0.436710472,0.359588056,-1.4264998,-0.197433856,0.178432157,0.400991242,-0.611130152,0.425269167,-0.028401426,-0.770736313,-0.183306627,0.281162715,-1.003253993,0.153750797,0.319075603,0.142885,-0.299511008,0.141228802,-0.371162107,-0.26938662,1.176289109,-0.099756653,0.031905933,-0.315792476,0.24770538,-0.697161828,-0.02204525,-0.066163259,-0.572437585,-0.400807277,0.19466471,0.160725411,-0.967462696,0.612740013,0.220814048,-0.071745879,0.540795318,-0.241593565,-0.421355019,0.293073515,-0.520395911,0.236740301,1.06232969,0.38098321,-0.10769831,0.437170748,-0.810334452,-0.143459825,0.300800004,0.300402178,0.153494239,-0.141989912,0.445845722,-0.646277148,-0.4173224,-0.199302566,0.61679322,-0.104319405,0.858582773,0.43436915,-0.050205242,0.498224994,0.236711091,-0.205274591,-0.068700017,0.286799978,-0.2137803,0.111570561,-0.144954865,-0.443682964,0.225771099,0.080909128,-0.380864056,0.045788584,-0.122163194,0.61953721,0.265815769,-0.078153674,0.261319487,-0.292522596,-0.413796248,0.694530129,-0.302804727,-0.020756069,0.177526318,-0.104944141,0.218684723,-0.364687374,0.304403904,0.509509441,0.735626467,0.169197566,0.471258486,-0.620497548,-0.128559657,0.341726008,0.736660739,0.482428197,0.115016713,-0.315966671,-0.260548611,0.057075877,-0.141562965,0.206131564,0.212275673,-0.617944303,-0.339537253,0.141173547,0.785436834,0.068263389,0.14912868,-0.522846424,-0.144006649,0.342215928,0.160024429,0.78161951,0.148968718,-0.220327384,0.084770971,0.223766679,-0.286660583,0.394674939,0.658428756,0.061261624,0.881945168,-0.18988234,0.655869537,0.047295402,-0.104453199,-0.2588118,1.123322074,0.026424394,0.055659675,-0.400006533,0.232174695,-0.049933761,0.596047211,-0.49987282,0.738707102,-0.155509339,-0.078672706,0.628239153,-0.631035348,-0.288580397,-0.153109612,0.388979061,0.753369498,-0.342165674,-0.006287869,0.147433371,-0.209084976,0.176751045,0.720879501,0.627474555,0.477552081,-0.066937727,0.019840976,0.563609163,-0.571138547,0.37898417,-0.440229641,1.203873815,0.694694622,-0.050259465,-0.479417312,0.124640314,0.14251632,0.029816502,-0.664738817,0.479491316,0.373357094,0.691004767,-0.49894674,-1.450649738,-1.02335343,1.185986916,0.11257595,-0.172826453,-0.332533202,-0.463989895,1.08006113,1.216985893,0.070431734,-0.60950284,-0.100632204,0.515765308,0.288533793,0.89240682,0.152336101,-0.809031677,0.321656259,0.634508862,0.388237659,0.729542596,0.265647006,0.168037959,-0.189873683,-0.633157907,0.770003903,-0.573820005,-0.252897152,0.825249573,0.271741459,0.725850023,-0.145263476,0.05438986,0.246950166,-0.236031369,-0.428175985,-0.863155638,0.180520544,-0.115288863,-0.737339432,1.120629528,1.339029978,-0.07528505,-0.115142149,0.189809756,0.151868181,0.049203786,-1.258393709,0.253816484,-0.760749472,0.640368994,-0.806152597,0.067544083,0.224118693,-0.055774617,0.319492695,-0.161135762,0.712121861,0.792326391,-1.00937172,0.514957877,-1.085943932,-0.123822242,0.921280181,0.93394143,0.35094166,0.805927308,0.734314051,-1.027183141,0.739993407,-0.253641108,-0.332876632,0.843205,-0.01176423,-0.060510329,-0.428441325,0.903609653,0.093330661,0.739995375,0.964476415,1.280567007,0.863097865,0.297033691,0.153585491,0.404856871,-0.190488115,-0.602758435,0.945654098,-0.693699124,1.091763208,0.935657168,-0.179325144,0.247514998,0.862761073,-0.108015629,0.669551807,-0.290905635,0.010748493,0.276618174,0.508525646,-0.341944131,0.052446982,0.541708454,0.826356861,0.570182584,0.285700612,0.525421733,0.760317963,0.018233765,-0.151703741,0.405141891,0.865303729,0.337381604,0.300473838,-0.351040902,1.273660398,0.339351122,-0.348402378,0.393637126,0.86763486,0.881815412,-0.159615971,0.576990517,-0.281392266,0.083771439,0.832596085,0.289076253,-0.143422242,-0.165478544,-1.206819312
AR,0.5473436,0.1258967,0.6124901,-0.1660734,0.3774032,3.2582005,1.3999773,2.5540026,0.4707141,0.7448345,3.3039466,2.817085,1.5711835,1.6937347,3.3803914,3.5035419,0.2860956,0.9616744,0.5331228,0.8951488,1.8004052,1.6169805,1.6902875,1.3685247,2.5351271,1.7113004,1.076459,0.9619982,1.6046596,1.9241418,0.7315532,1.7264433,1.5521426,3.8256606,0.5118237,1.2881219,0.681606,2.3470475,2.3276315,3.7129329,1.5339652,3.71146,0.8647698,2.4574635,1.478247,1.0934859,2.709888,1.0382354,2.2639498,3.5165789,3.0905157,2.3889677,2.6237528,1.8929075,3.4016831,1.6754983,1.1910398,0.8400128,1.4157065,3.1754965,3.4534061,1.1107599,1.3999098,2.8399594,1.8266405,3.1716829,1.5395301,1.3866946,1.4016542,2.0907681,2.0175671,1.2590626,1.1699764,3.2363684,1.7032098,3.158197,2.5228394,3.8844615,3.2700029,2.2131961,3.9453237,3.0601015,2.0474582,3.4200489,3.3735208,2.4304076,1.749266,2.2713213,2.3720465,3.1137199,3.8119093,2.8614756,2.0677374,2.4541684,3.7212335,2.1207014,2.082955,2.1004018,3.7335921,1.9263066,3.1591713,2.5123759,3.0244643,1.6757053,1.2111974,2.0184113,1.5107589,2.2203334,1.4067495,1.7132826,1.6219779,2.514331,2.2681822,2.6979722,1.3103615,0.9589563,1.3213052,1.2784361,1.9493579,0.7207735,1.6140561,1.5967096,1.7824227,1.4606315,1.0571799,2.2188563,1.4860249,2.7166597,1.6990912,2.1434125,1.1569899,1.4003529,2.049429,0.9421621,0.1881958,1.4286862,1.4027793,1.8453226,1.5436283,1.102829,1.6087739,0.8090282,0.929777,1.6930845,1.3867663,1.4837761,1.9832516,1.6379161,0.7329257,1.348019,3.4506345,2.4203365,1.5336958,2.0570141,1.1881191,1.7001095,1.5509302,3.5191873,1.8510217,2.0665809,1.7557399,1.2293664,1.5523198,1.9515527,1.9164834,1.3229725,1.0570094,1.0930679,1.820253,0.9275966,1.9396844,1.4448043,1.6354717,1.4943023,3.2539083,1.3510802,2.2696144,3.2816108,1.2630053,1.471686,0.96634,1.5433765,1.7797552,1.7573311,1.4890506,2.154166,1.3751779,1.6049598,1.4382966,3.3398424,2.1625461,1.3658772,2.008394,1.4087424,1.7949355,3.1823633,0.7780077,2.725419,1.3782573,1.9752534,3.1798589,2.5203126,1.4481459,3.2270269,1.9182561,1.438946,0.915693,3.3601252,2.9419949,1.2896067,1.4056641,1.2594122,2.0281846,2.4914083,2.1971392,1.7798806,1.5817553,1.5707299,1.5068015,1.8589608,1.649497,2.6736786,1.6144834,2.922926,2.2297695,1.1437698,1.3330173,3.5442642,1.2931808,2.7831889,1.3922787,2.2011365,2.2562382,2.092915,2.0679206,1.2783418,3.1305446,2.3147271,2.5854252,3.05789,2.6192959,3.0083924,1.9945987,1.892755,3.0152248,1.9613609,1.3659291,1.7203989,3.9157817,1.6618786,2.4916192,1.3212602,3.289903,0.9412948,2.6332737,1.9772889,3.5991663,1.882164,2.7196404,1.8300316,2.4121095,1.5928931,1.89011,2.0523125,0.7231883,1.2883794,1.2385313,3.139171,0.8515945,3.1334727,3.579844,3.2244915,2.1914416,2.4008436,2.4170624,3.2020646,3.6835143,2.4881099,2.3837572,2.3839671,4.169159,1.9525078,2.408024,2.9106686,2.5099844,3.1367168,1.719533,2.9258279,2.773772,1.935545,2.5613356,3.8113745,2.1641246,2.2306639,1.9930903,3.1565153,2.575689,3.6766271,1.3479173,3.5227654,4.3000375,3.8888726,2.3821366,2.4080809,2.7250106,3.005007,2.1850971,1.8648687,1.630474,2.4574776,2.9430582,2.8042817,2.7757174,2.9827159,2.4017798,2.2698899,3.4318294,2.5106741,2.9878786,1.5760892,2.4747989,2.388452,3.9010614,2.6955183,2.5567161,2.9513783,2.5832498,1.5617396,3.4264552,3.772034,2.5030929,1.9025547,2.543545,2.8100199,2.3668007,3.5568198,2.9117281,3.0112024,3.2109127,3.7006371,2.4044873,3.650854,2.9948214,2.6817409,2.7575106,3.6613935,2.0997956,2.6281618,3.3313767,3.5620408,2.8620285,3.3307596,2.7067512,2.1834151,3.7291067,3.0745641,2.8149701,3.1197911,2.3813097,1.7336059,1.7175899,2.2479796,3.0294911,2.1428086,3.2268026,3.5196384,2.9517395,2.004515,0.9851345,2.7178552,2.9790747,3.1591584,1.7002662,1.8497593,3.0783645,2.7537715,2.3854314,2.5230049,2.2852947,3.030327,3.1288732,2.4365934,1.411668,3.0386291,2.7483808,1.4729058,2.7976529,2.6010756,1.6230193,3.3231968,3.4791884,3.0417442,3.000315,1.7337804,2.5369164,3.1294701,3.7785634,2.5663484,3.0247247,2.6481265,2.8354033,2.3874743
ARID2,0.29088987,0.461025182,1.494865407,0.602424011,1.027314953,1.387210945,1.416605856,0.972071364,0.748855124,1.082916862,1.948039076,1.005135537,1.654027479,1.971189592,1.922394452,1.457481789,1.10142749,0.566427084,0.082755237,0.499271196,1.59114257,0.734621701,0.486556267,1.083668881,1.405663154,1.033071093,0.776712767,-0.059601934,0.618756005,1.902155022,-0.305684063,1.122751484,0.940045231,1.815283584,0.022580967,0.524823381,0.700103783,2.355233001,1.090212804,1.08472678,0.25246181,0.571203313,0.772100401,0.90528293,0.419581595,0.862406041,2.104738634,1.14731615,1.243947134,1.421511205,0.890736658,1.088918893,0.520995534,1.08503603,1.522007438,0.791120828,1.241643943,0.453877972,1.161895551,1.606200157,2.245503928,0.02131155,0.812088654,1.184625765,0.533553838,2.07067261,0.729895684,0.792333269,-0.04299558,0.89406253,1.586622267,1.109087138,0.154721361,1.563035767,1.495786338,1.775664279,1.446067848,1.790538088,1.587544263,1.196698967,0.875134477,1.799450593,1.409210407,2.472082762,0.780515872,1.480356853,1.526300868,1.370311353,0.917476985,0.923312565,0.407716027,2.471602346,1.161290028,0.071405307,1.507343451,1.317639111,2.085235223,1.826598132,0.956248525,1.407165219,1.076430717,1.694686754,1.621857257,0.081586131,0.950225787,0.134045297,0.663631057,1.268388362,1.618359197,0.633795826,1.408742296,1.003776278,0.418821048,0.328952795,0.454496549,0.223638659,-0.523247269,0.849109366,1.32533785,-0.186801044,0.485629952,-0.052667038,1.081718984,0.672696111,0.160287265,0.068775961,0.388219359,0.206864739,0.771241651,0.89778923,1.056645021,0.903372821,0.781992725,0.54373371,0.824003169,0.544993812,1.761399596,0.098932052,0.724869029,1.005234973,0.828513222,1.00090605,-0.254231006,0.954561943,0.521283896,0.824013745,-0.190010475,0.438909634,0.984615774,0.3848289,1.338507298,0.914184114,1.579685911,0.315749131,0.274147048,0.679849652,-0.001520822,1.950140513,0.673325868,0.469214535,0.17991756,0.491848387,0.210895718,0.303349729,0.505621086,0.132847624,1.020628993,0.651751172,0.998693276,0.285406819,0.274525221,0.065495278,0.544406395,0.414666188,1.330248052,0.290306051,0.88857127,1.869376089,0.470741304,0.148740616,0.408616475,-0.18117708,-0.280137062,0.36885145,-0.254270452,0.130393611,0.643945027,0.184226203,0.292833155,2.184891386,0.615233554,0.259278531,-0.105804402,-0.084586245,0.599597177,2.209780872,1.012938337,1.41278681,0.545579703,1.286040306,1.800039836,0.076791044,1.043736009,1.266674606,0.859322919,0.837617649,0.387378784,0.718305403,1.014330943,0.282680189,0.00285856,0.844823843,0.464892263,0.120113513,-0.034365579,0.067822708,0.167942001,-0.054220951,0.776434189,-0.084218909,-0.031680109,1.107236925,0.073280451,1.154291017,0.389530746,0.475155944,-0.275795936,1.275407034,0.767522836,1.838359982,0.580899271,0.029079901,-0.071610784,0.452110964,-0.311581188,0.346846448,1.918952039,-0.141697618,-0.352774472,2.384140241,1.764275551,2.138001445,0.326151146,0.370599908,1.409750344,0.568932938,0.778057135,-0.390628618,1.759835419,0.460173163,0.551443947,0.164137317,0.617096554,0.347760154,-0.045457445,-0.599818266,1.179104035,0.957303849,0.984545672,-0.389035211,0.619539744,-0.004006087,0.527756457,-0.445007228,0.669969421,0.172851161,-0.016381511,0.883178045,0.212826293,0.909801257,0.90014153,0.560760777,-0.347448702,-0.30053643,0.661686948,0.909486744,1.632806583,-0.187267739,0.194370491,0.606046196,1.422522108,-0.168597139,0.36792968,0.657639511,1.26410947,1.427907269,1.33400694,1.208950159,-0.227599233,0.251292049,1.474708251,1.12845426,1.060098702,0.229522895,1.271331057,1.167641237,0.651052768,1.573310503,-0.161828029,1.04692063,1.918350417,1.912442877,0.628548797,0.195169249,0.498380811,1.949908103,1.567197079,0.456638826,-0.467241281,0.250897226,0.827125087,0.043278833,0.782097022,1.255183365,0.758257966,0.347257674,0.685273497,0.751748278,1.826225626,-0.163107331,1.74108233,0.009214588,1.974748949,-0.034564916,1.153369209,0.819035382,-0.052356863,0.343955917,1.821037759,0.749449392,0.720519106,-0.151672249,0.878562168,1.610234683,0.880703774,0.751497083,1.329939039,1.69577141,0.565032615,0.525322856,0.177625084,0.743700521,0.487157562,1.193093798,1.425772767,1.45361813,0.404147833,0.058936194,0.417962297,1.395667631,0.557577298,0.489050638,0.391336582,1.176863492,1.136556261,0.76216241,1.244419925,1.414098752,-0.163951124,0.644320935,-0.287682839,0.687388986,0.266141168,0.042799033,0.705362075,0.122549519,0.541278239,1.145348214,0.254066338,1.506993164,1.276837814,0.273307121,1.552937015,1.133589094,1.202649663,1.309078381,0.596967574,1.386545344,1.611239298,0.163451133,1.264556556,0.305786565,0.994957334,0.750230593,0.929405802,1.015260579,0.019669682,0.825835689,0.417912585,1.266597084,1.237806613,0.997512361,1.266088835,0.136178142,0.75863196,0.48104031,1.430169223,0.61464259,1.114520386,0.57986694,0.621622121,-0.774224451
ARID3A,2.528084914,2.251221837,2.654574417,2.435385807,2.55447983,-0.045390067,0.943032762,0.620236399,2.51491379,2.350620433,0.34906149,0.194412874,2.466419384,0.659034514,0.274477851,0.3124619,2.824606976,1.558588598,2.103847203,1.86830581,0.422814309,1.873870923,1.388577536,1.45782425,-0.171926864,2.055756832,2.014838886,1.765194539,2.061128189,0.933956215,1.790484177,1.331716743,2.193397119,0.048585031,1.54680896,1.944521663,2.195827024,0.786942517,-0.050318394,0.554152993,1.362469622,-0.13459614,2.006450264,2.458035069,2.559542798,2.046398646,0.943346155,2.097279054,0.305525534,0.193831807,0.211346456,1.579792933,0.387410298,1.13653658,0.349743282,2.56408194,2.034928114,2.428065839,2.288589362,0.30321541,1.321125887,2.151789214,2.159900188,0.219237832,1.181040573,0.840160035,1.684014746,1.893612297,1.430681784,0.015481906,0.861937202,1.932795248,2.146473051,0.136354658,0.030932347,-0.003871332,0.289725972,-0.299706199,-0.062275336,0.80103984,0.00900811,-0.221153182,0.757935516,0.328691068,0.826226898,-0.405780911,0.594559181,0.297899387,0.59039227,0.954190537,0.110355105,0.437737074,0.31771185,0.858343052,-0.779297728,0.529403015,0.796498796,0.584162642,0.342390019,-0.663911618,-0.253776572,-0.049590125,0.740684683,1.352845467,1.573309451,1.95850317,2.562427509,2.138720589,3.05823083,2.117808284,2.51533384,2.223221718,2.214321632,2.375593686,2.607906265,2.550701942,2.012787085,1.912061583,2.103595361,2.026784246,2.036805696,2.273092082,1.874197833,2.137572134,2.520375792,2.059865338,1.391660979,1.556812874,2.117837698,1.917361783,1.943585335,1.539655678,2.268968829,2.068049761,2.101528006,2.521303189,2.885498221,1.321637821,2.677704842,2.51447636,3.237025457,1.277980796,1.441175838,2.192800465,1.658452357,2.107790023,1.866485162,1.525235438,2.130888608,1.810479894,0.908694499,0.540232981,0.347902909,2.780086748,1.947770204,2.487396741,1.712327645,-0.583080459,2.490474535,2.188834415,1.38289523,1.47048255,1.833620008,2.118841284,2.223464159,1.754555834,2.693656324,2.213431266,0.694041826,2.386064801,2.840154003,2.058504158,1.739991488,1.705749722,-0.375865721,1.705630653,2.11436157,-0.858487903,2.647051508,0.477009161,2.217698688,1.769481562,1.776452979,2.37491148,2.108103135,1.958204299,2.006031951,2.836487976,2.120029069,0.175753216,1.33359081,1.170491747,1.979096444,1.909148492,-0.19997695,0.274645102,-0.508649205,0.510328357,1.654751827,1.99014207,0.381727864,1.916674238,2.220616949,0.162866639,1.786590963,1.475824465,1.523253865,-0.848150519,0.163903863,2.547561715,1.661056092,2.427277244,1.815694637,1.526610045,1.823678339,2.74314568,1.381989626,2.293824153,2.461918568,1.957564377,1.722047334,-0.250667423,1.713754964,-1.412345881,1.808699882,0.968247964,2.363402833,-0.318085273,3.085329231,0.66458159,2.685735574,1.950379024,2.14969342,2.364093515,2.188887683,1.552829287,0.48457633,2.125303058,1.909074796,0.528529537,-0.083967404,0.253086175,2.12812536,2.203316105,0.708263157,2.30354726,1.814645538,2.411407726,-0.22479191,1.626526109,2.407382553,1.935890866,0.200506932,1.849669503,1.873818149,2.359549212,-0.576454001,2.550541753,1.849024741,1.899365228,0.382217952,2.142090745,1.621359461,2.153697265,2.460947327,1.765698622,2.068051154,0.454925154,1.227336088,0.304911835,0.816735751,2.568895265,2.51683982,2.494636161,0.04003958,1.984074426,1.060175121,2.058471859,2.271959174,0.061414308,-0.016320896,2.217879389,2.518313224,2.530962841,-0.409318407,0.742431832,-0.106102562,-0.109162819,2.636997048,2.577232146,1.260659504,0.609848244,-0.026113606,1.755819809,0.048775112,0.928709456,2.705249785,0.05639705,1.982461645,-0.928223622,0.663382868,0.517367401,0.087091617,1.998779913,2.018068126,-0.020412925,1.433479276,2.580301245,1.391900887,1.372257375,1.555721931,1.848848056,0.923611912,0.518944954,1.771935726,2.506125584,2.185028872,1.668358354,0.639974034,1.662481988,-0.049607759,1.879591505,0.045676967,1.648563614,1.016100597,0.00428245,1.900453076,2.422156074,1.374170841,0.807318375,0.225314721,1.530357697,0.984176358,0.615949562,-0.13845984,0.555805779,0.402033001,-0.100432539,0.96974407,-0.592475198,1.318849902,-0.320003321,2.371269565,2.694982153,0.597987246,-0.024274828,1.667696355,2.033399865,1.16622163,0.094106952,1.086303858,1.03440229,0.159177625,-0.025892283,-0.850032844,0.292106917,-0.062755082,1.578674871,1.90959821,0.227879363,2.435508112,0.288455026,1.268998692,2.195042237,0.483839083,0.843012452,2.533169879,0.329646394,1.601736133,1.374223349,0.93066669,0.470059839,-0.769439384,-0.315402356,0.943863805,0.99851989,1.54200055,-0.18814647,-0.129812578,1.004496232,-1.167447947,2.565414355,0.025390057,1.145944941,0.930077151,-0.08157219,1.782721629,1.619913233,-0.061385201,0.347887883,0.940881304,0.695222807,0.401414892,1.620886098,1.723213251,2.229994782,0.441170356,0.15622659,0.403220607,2.291752446,2.646558524,1.595528557
