,DCIS_Pro mean value,DCIS_Pure mean value,FC(DCIS_Pro vs DCIS_Pure),ranksums p value,adjusted ranksums p value
SESN1,10.8043770397907,2.3580423292333332,4.58192667105493,0.04475676557472826,0.05943807536159953
RNF115,0.6268557225813953,0.0124433723,50.376675025740035,0.8400617284133886,0.8590337698606015
NFU1,4.725088685627907,2.7318377029666667,1.7296374087291675,3.6474487859526582e-06,8.125024967131623e-06
ERLEC1,4.463344312813954,2.338876872733333,1.9083280376353704,2.2541439116962857e-05,4.521028121526502e-05
PDCD4,108.8672025683721,32.43619906956666,3.3563489462770315,4.239299206887019e-12,4.650428943054567e-11
KLHL20,4.590269110348837,2.778320517933333,1.6521740672898786,2.6298700293851904e-06,5.9477081337466456e-06
PCDH17,2.295001899093023,0.0124433723,184.4356854205048,1.1659477804278513e-05,2.4251904555000793e-05
CNTN6,9.561004771488372,23.659121379400002,0.40411495499630595,0.7706614003414975,0.7968775704960975
LSM3,15.505229246069769,12.7676244417,1.2144177107394034,0.04357613958352766,0.05797613688247001
SRPX2,4.663053512093023,3.0417201986333335,1.5330317082380442,0.0004492366416438028,0.000769867690346225
R3HCC1L,3.793934463325581,21.666023408366666,0.17510986634771636,7.877969308108193e-11,4.598696774002407e-10
DHDH,6.577317847000001,3.203102048966667,2.053421260531449,3.047469847478646e-08,9.525059894034547e-08
CRCP,33.830552779953486,5.759160613800001,5.87421588814337,5.025316622889185e-11,3.13881728811568e-10
ADAMDEC1,5.619534644232559,9.712601493033333,0.5785818195324235,0.9285293167695995,0.937561464040982
APEX2,5.182817642930233,3.2747012055333333,1.582684134409794,1.0515920282784923e-05,2.199320553659747e-05
MOCS3,0.6247055695348838,2.2638698467,0.2759458855134738,0.00010968143767575471,0.00020291331928883863
HPGDS,5.787698204,1.9362266462333333,2.9891635957284146,9.847318786799705e-11,5.563133556748489e-10
ZNF330,0.9552571903720931,1.6509749090333334,0.5786018825273415,0.0004492366416438028,0.000769867690346225
RAB30,5.811280954511628,1.9017120596333332,3.055815377030366,2.1353125991172806e-09,8.449879395728885e-09
RBMX,8.564475251372093,29.972104521633334,0.2857482111471487,1.3142303461960433e-09,5.452376523274993e-09
TNRC6A,3.153535887372093,1.3624615545,2.3145870626267957,0.23909518778520134,0.27530587612544427
ANGPTL3,4.170391172813953,3.0745434947666666,1.3564261425842838,0.0018275539124753925,0.0029237413661629286
RPS6KA6,4.185983234325581,4.024684492933334,1.0400773630021087,0.03703148999127752,0.049921680870828135
ZNF638,8.271596824906977,5.421758633933334,1.5256298524868426,0.9731676111181461,0.9759177561811114
EIF3K,4.522737379790698,5.873989027666667,0.769960134158996,0.6782583314756958,0.7104299752874549
HTATSF1,5.5013173533488375,4.7959814213,1.147068111839693,0.6700693147097008,0.7026725086355112
UBE2S,4.107147900674419,4.310959536833334,0.9527224427839035,0.7878634812925829,0.8126822727670873
PRPF19,22.479373795534887,7.255089356033333,3.0984282470402706,1.2295344260055035e-10,6.748728707344597e-10
UTP20,3.4298025184883723,2.0878532823000002,1.6427411578988287,2.3559268136080247e-06,5.36713754088457e-06
RRP7A,4.048563089441861,3.0914638478333334,1.309594188616928,0.008144677817354786,0.012070671990580484
RABGEF1,8.370980635139535,2.8800621146,2.9065278115719204,1.7355721187537757e-09,7.007963736455111e-09
POLL,9.536250951441861,2.2709572471666664,4.199220819035522,2.5390847563743353e-11,1.7788748529621662e-10
PCSK1N,12.787255611953487,3.2008600629333332,3.9949436590598673,2.1787272894490737e-11,1.5652165588372608e-10
TMEM97,5.956022494279069,5.528074068933333,1.0774136561864684,0.03408603217838349,0.04615892483226426
STK39,6.733467222976745,7.497321272066667,0.8981164043301878,0.8929731996103301,0.9057952571198581
SGSM3,33.39449652588372,2.6220369278666666,12.736089324666393,2.209436918689637e-08,7.08868754043002e-08
HTRA2,19.201126336813953,13.059631837000001,1.470265515633766,0.059618803637317475,0.07765457317130409
MAT2B,3.609202723116279,11.5988701216,0.3111684746253896,8.628104208231228e-10,3.7170028829305565e-09
TOR2A,4.83394423427907,2.739544481566667,1.764506569177762,1.844294480578974e-05,3.741304105178751e-05
POLM,4.040865662581395,3.1351286784666663,1.2888994605981239,0.006015782835765284,0.00907960734826335
EML4,7.020913682511629,5.8557350598,1.1989807617340231,0.01164638243847406,0.016918521480262346
HDHD5,2.688840428883721,3.8819146644,0.692658304300802,0.0159279488670562,0.022585686438287383
CDH20,5.043419101325582,2.8771551350999998,1.7529187216212763,2.50292604717412e-07,6.62712971609056e-07
IGHV6-1,5.100387663953488,8.498873272666666,0.6001251578084956,0.9731676111181461,0.9759177561811114
IGHV4-38-2,3.5521757671627907,1.3790510974999999,2.5758115660850565,2.039438057147046e-05,4.114196895029981e-05
IGHV4-61,10.94882690572093,3.9716215492333333,2.7567649057182826,3.932873701526716e-08,1.201676407921429e-07
IGHV4-59,10.964596121511628,3.4037823529,3.221297657933347,1.0085183347974013e-08,3.458975336181962e-08
IGHV4-39,10.33448044144186,4.0660352707000005,2.54166030381303,2.6242230485372457e-09,1.0176116771951672e-08
IGHV4-34,15.915730266302326,5.4712247457666665,2.9089885731009395,1.9410946055037918e-08,6.301949486251566e-08
IGHV4-31,2.785395599651163,1.2616077796333334,2.2078142229439126,6.884837787202324e-05,0.00013065009301693853
IGHV4-28,18.912525091302324,3.009918289633333,6.283401498452717,4.2272858531403495e-09,1.571355781560745e-08
IGHV4-4,11.726580865976745,3.612435903366667,3.2461699472779495,1.3124017309474963e-08,4.407116640080952e-08
IGHV3-72,8.584030722790697,2.8591048891666664,3.002349006262815,1.910484048269157e-10,9.95631014089449e-10
IGHV3-66,5.491018834627908,4.3075972972,1.274728916325848,0.020294023062267175,0.028334385388153978
IGHV3-64,3.3891421611860464,2.588736819866667,1.3091876065488204,7.216914973364804e-05,0.00013667978848029482
IGHV3-53,6.460838034162791,1.9952284090333334,3.2381445677655507,1.0773561580414866e-08,3.665413069243042e-08
IGHV3-49,4.789013149674418,9.287659140433334,0.5156318806776298,0.00017265587185903545,0.0003109354359373329
IGHV3-48,3.8238549740232557,2.6214437276333333,1.4586828371385534,1.4312456642247438e-05,2.9421228061976786e-05
IGHV3-33,2.194380647348837,0.0124433723,176.34935244594723,7.92704468305404e-05,0.00014940560130770949
IGHV3-23,29.892833138930232,3.936806170133333,7.593168636473107,3.916085159035203e-12,4.371290668743099e-11
IGHV3-21,4.472891300581395,3.8510827737,1.1614632983554338,0.08626762183886422,0.10896098349799099
IGHV3-20,3.7549575350697677,2.1909019268,1.7138866368857528,1.3493985080783097e-06,3.1883666514039836e-06
IGHV3-15,3.839572261465116,8.9060253982,0.4311207401498241,0.544884311713401,0.5844502820494015
IGHV3-13,6.187095347930232,2.3525132327333336,2.629993855865194,2.0178340284785208e-11,1.4696959160168853e-10
IGHV3-7,11.215491031372094,8.9302399394,1.2559003013893975,0.058117031745036137,0.07586686520639117
IGHV2-26,9.17146484355814,4.423920203133333,2.0731533170653167,4.4645413605033937e-08,1.3479310767693168e-07
IGHV1-69-2,20.349806097418604,5.927667297966666,3.4330209633052586,1.2255906405901994e-09,5.118031632393501e-09
IGHV1-46,9.438144330255813,5.912176052033333,1.5963909476291422,0.04357613958352766,0.05797613688247001
IGHV1-24,4.686193832232558,2.656202482,1.7642457094250084,1.2921156171353407e-05,2.6701506232215822e-05
IGHV1-3,12.791287012023256,37.28520594526667,0.3430660147298208,5.394847787210944e-08,1.604990882921657e-07
NKIRAS2,0.41135397567441856,2.9330612095333337,0.14024732055962352,5.4302986427542015e-05,0.0001042144723805639
CDH19,7.585072472465117,7.5190952329666665,1.008774624799162,0.8313063401216857,0.8513358016051544
TRAV34,3.5367543954883724,3.8421226287,0.9205209560646037,0.0001378178292448065,0.00025152042296932214
TRAV18,10.43153994355814,2.8648335546333334,3.641237700070593,3.850179533743379e-06,8.557886308141328e-06
IGLV9-49,5.509451334418604,6.008265111966667,0.9169787337521816,0.13888040972506607,0.17005104894838574
IGLV6-57,36.81227333923256,3.831385131633333,9.608084824283733,5.625543614991973e-13,1.3025822461481415e-11
IGLV5-45,19.83610922439535,3.9043735140666667,5.0804845266288865,4.190539682834471e-08,1.2712414516972403e-07
IGLV5-37,15.392836741418604,3.3509573512666666,4.593563906625099,1.3724466318411482e-11,1.0750597102291623e-10
IGLV3-25,3.260151712651163,0.5422168470333334,6.012634484687529,0.03047201343145426,0.04155992607709694
IGLV3-12,8.781423350023255,3.1752875829,2.7655521337072577,1.1507517075978885e-08,3.898605751828636e-08
IGLV3-10,3.2677964940465114,2.060319539,1.5860629539205235,2.513645590483461e-08,7.979138353481826e-08
IGLV3-9,12.995170428046512,2.6604919907999998,4.884498984768195,3.047469847478646e-08,9.525059894034547e-08
IGLV2-18,4.285231785627906,3.5899428510666667,1.1936768810552656,0.10400751126822691,0.12978824128572738
IGLV2-14,13.446586413465115,2.7680500553666665,4.857782967975964,1.1753433855423825e-11,9.474149350233076e-11
IGLV1-51,23.965624069837208,4.6626133027,5.139955324186831,4.889379555695065e-10,2.2885595901948158e-09
IGLV1-47,14.643714369976745,15.705922121333334,0.9323689661039518,0.017457562091466337,0.02459013569220759
IGLV1-44,2.8977750763953485,1.3287222159666667,2.1808735050667987,0.0010608164292658872,0.0017412863483399496
IGLV1-40,12.387935172813952,2.128791624366667,5.819233329847145,9.198816338708176e-13,1.520744729277877e-11
IGLV1-36,6.663494004860465,3.2970981278666667,2.0210178000288908,0.00015087290688868627,0.00027390478122718185
IGLC7,9.681462230488371,3.2376369942000003,2.990286510758319,3.690599956400464e-08,1.1328679286806413e-07
IGKV3D-20,12.266292035953489,11.132130069999999,1.1018818464051139,0.23909518778520134,0.27530587612544427
IGKV2D-29,2.771509600604651,2.599785638733333,1.0660531235009765,0.27679114901115953,0.31514372054628287
IGKV1D-33,120.90686970372093,13.282059241366666,9.103021414567952,1.2736132453566078e-12,1.922261573778089e-11
IGKV1D-17,4.627397795813954,0.0124433723,371.8765045560803,4.5266103874975776e-07,1.1479399684697613e-06
IGKV1D-13,52.27873645746512,10.661164951566667,4.903660781440467,4.06368651191286e-06,8.98924216950976e-06
IGKV1D-8,5.735215808860465,4.117324080733334,1.3929473843698428,0.005813275434661528,0.008793969451521786
IGKV6-21,3.8463877283255816,2.751901041133333,1.397720219888975,0.00041281298819828484,0.0007105598857211087
IGKV4-1,4.406083431465116,8.258175277766666,0.5335420093743388,0.11912505203323925,0.14725608951516508
IGKV3-20,3.5329344991860463,4.132652120133333,0.8548831105271116,0.7197586491173396,0.7500373712273088
IGKV2-40,21.61021186183721,5.961151687866666,3.625173958552784,7.877969308108193e-11,4.598696774002407e-10
IGKV2-24,3.6993576409069764,6.132021048933334,0.6032852156550377,0.01164638243847406,0.016918521480262346
IGKV1-17,6.097203972558139,1.8584851559333335,3.2807385913696554,2.4502341593305313e-09,9.57442331298965e-09
IGKV1-16,32.59053092604651,3.9684299620999997,8.21244956753637,4.770305427572316e-13,1.3025822461481415e-11
IGKV1-13,52.27873645746512,10.661164951566667,4.903660781440467,4.06368651191286e-06,8.98924216950976e-06
CCDC22,4.917909295372093,3.497337056833333,1.4061868259918358,0.22167017292125335,0.2565778023670943
COA3,23.202485347209304,3.0724176196666666,7.551865735533243,9.142610350319892e-11,5.230862067324005e-10
DCPS,163.5546810747907,14.880549317266667,10.991172273795685,5.251376936840129e-10,2.437066930633927e-09
OSTM1,7.0467496357441854,3.6633867868,1.923561459886026,1.9930054290638748e-09,7.942353053561155e-09
GIT1,8.698871429162791,4.676278038833333,1.8602126214319454,0.05242080583957619,0.06895001088751772
SLC27A6,5.397840236139535,0.07061324646666667,76.44231792525801,9.117189112490504e-05,0.0001704265449803903
BZW2,6.107507664232558,1.8169796796,3.3613516611132925,2.6242230485372457e-09,1.0176116771951672e-08
C11orf54,4.688983803627907,10.8485448175,0.4322223747524198,0.00025709655457821886,0.00045400258376449964
AAMDC,4.572885729976744,5.550047176733333,0.8239363710541051,1.844294480578974e-05,3.741304105178751e-05
C19orf53,4.813065468372093,2.3300404996666666,2.0656574291565515,6.421428779480474e-07,1.5929862094958957e-06
ACAD9,0.2709576583023256,3.3344450339666665,0.08126019638716117,5.4179989027998636e-11,3.343034583818161e-10
TMPRSS11E,3.370401733232558,2.8602493101333333,1.1783594252752196,0.039113303786130385,0.05254246874483348
RGCC,4.550309118883721,3.2950391550666667,1.3809575257662323,0.08834157832706283,0.11138689007541329
NTMT1,6.5227964292093015,4.439837833766666,1.4691519540648394,0.012410299955739404,0.017982030863605315
MACROD1,55.92517837139535,30.986801369966667,1.8048064304436306,1.0515920282784923e-05,2.199320553659747e-05
TMEM230,3.766953468255814,2.9558945329333333,1.2743869668846448,0.029621719346813433,0.04045447198720364
WDR91,127.49646483930233,3.4498492372,36.95711205710028,4.770305427572316e-13,1.3025822461481415e-11
ZC3H7A,3.609259862,2.5793367137999996,1.3992976731923725,0.03314979119580841,0.044962903453941376
ZBTB44,7.299378734023256,2.9955861621,2.436711327610808,4.236963987803747e-10,2.0197386282379686e-09
SETD2,8.637429661790698,6.415907180333333,1.3462522787528775,0.024936592421698205,0.03442883313089874
MRPL18,23.87495270544186,9.6961665939,2.462308426142548,6.421428779480474e-07,1.5929862094958957e-06
MED4,3.289762171162791,3.5943062568000004,0.9152704127365195,0.15125134163835394,0.18397323412193245
GTPBP8,2.6745211042790697,3.0231758963,0.8846726740420094,0.09261001829569551,0.11643208941039943
PHPT1,4.3688018189534885,3.0014453495,1.4555660057849367,2.49025432792091e-05,4.9723620504769906e-05
BABAM1,3.0889427059999996,1.5624676179333334,1.9769643034815183,7.236166808340818e-09,2.54768503295968e-08
THYN1,1.7430036625581395,2.738187405533333,0.63655382353884,0.05107207069165786,0.06732688783447148
TIMM21,2.0975468686046512,2.1693253157333334,0.9669120870862019,0.7965040655949451,0.8206519606288499
MRPL22,0.2128931437209302,2.4053646404,0.08850763836186065,2.3775170390362667e-10,1.207272296128266e-09
ORMDL2,22.121200355069767,3.759577344433333,5.883959373205557,4.006970114928297e-11,2.614038349024835e-10
RANGRF,3.7707718372093026,2.0769215423333334,1.815558151981514,7.299360134820619e-06,1.5595202505912605e-05
COMMD9,6.786234938093022,3.4117039362,1.9891042906998604,4.4815714693318284e-05,8.678210539407915e-05
SSU72,9.053696409511627,6.0242509047,1.5028750549629522,0.0006807642431878134,0.0011426445481028317
CFAP20,4.566577550046512,3.1588579761,1.4456419328115901,0.0159279488670562,0.022585686438287383
NXT1,5.454405153395349,1.9229125508666667,2.8365331283198607,1.7757283096646698e-10,9.327310938785953e-10
FHOD1,0.24265054023255817,4.731657967233334,0.05128235005845939,2.5390847563743353e-11,1.7788748529621662e-10
TBK1,19.61745122383721,23.719433184166668,0.8270623952739463,0.7030509851177406,0.734281655161643
DDX25,1.5568761909069766,0.0124433723,125.11690186324945,0.007126803363357094,0.01065215912640473
CTNNA3,2.0864409042325582,0.0124433723,167.67487574349585,0.0006807642431878134,0.0011426445481028317
ANKRD11,2.215851439953488,3.0077696185,0.7367091636022814,0.9731676111181461,0.9759177561811114
UHRF1,1.684678974488372,1.9816225418333333,0.8501512971939456,0.43255075530718534,0.47334279799428725
PACSIN3,35.789523127906975,5.877556623066667,6.089183894451956,7.811912235047516e-13,1.3958075971263471e-11
TMOD4,3.465704588627907,2.6835970058000003,1.291440026627528,0.0011942734519288457,0.0019494457213288677
TMOD3,55.91204329418605,40.98856220886667,1.3640889136162753,0.0016933058659164702,0.002718089018306272
TMOD2,3.0943057731860466,2.9778438701666667,1.0391094725234409,0.16444453141396076,0.19381007992937568
PARVB,13.980850383511628,2.7954734063333335,5.001246068675548,5.840646497127445e-11,3.5677511969442626e-10
NCAPH2,6.731667867534884,2.829995509666667,2.378684999513578,1.0654507561435733e-09,4.497292693774491e-09
CYP2S1,2.399233844023256,1.9494981125,1.2306930838453203,0.45253320422140275,0.49294718469548715
OLA1,9.357345495511629,3.7772459406666665,2.477293150220475,0.0025612826890035576,0.004030797499123895
ZDHHC1,24.287765839325584,3.6887001424666668,6.584369805425316,4.239299206887019e-12,4.650428943054567e-11
REPIN1,0.23607262706976742,2.0619718826666666,0.11448877118754114,1.0166077897122924e-06,2.44752575942251e-06
TFCP2L1,5.325460686325581,2.0862667548,2.5526269227427276,4.588623593894487e-12,4.9799294039285895e-11
SENP1,3.784603013604651,1.9781867712333332,1.9131676890373084,1.137669676686123e-07,3.2040792906152736e-07
TRPM5,4.193260119627907,2.2927531791666667,1.8289191168636854,1.8879268773396458e-06,4.373444090075247e-06
UBN1,9.980833793534883,3.064581481,3.2568342057193562,7.734816138245517e-09,2.7119843624422872e-08
ALG5,8.615392165883721,2.423525786066667,3.5549001440031414,2.2400519324950216e-12,2.8771845486482774e-11
ANAPC2,3.9801810090930236,3.5183362759666665,1.1312679337336693,0.25278307952259826,0.28968959898124874
CNOT7,7.025593971232559,2.3828502093666666,2.948399334383624,2.8480559318621635e-12,3.45731785714278e-11
SNX8,5.706681484790698,2.2693261141666667,2.5147031311038712,1.8190706358066436e-08,5.937368734069214e-08
SNX10,3.7717774430697673,3.7875271418,0.9958416935006443,0.5827419684894299,0.6208238286099428
GNL2,2.769944628302326,1.7800863169666667,1.5560732094286385,4.270234233656031e-05,8.280531728473424e-05
MYLPF,5.631331556767441,6.4798069774,0.8690585346767526,0.9018449172460841,0.9138830915299506
TRA2A,0.40848767688372095,3.4527055484333333,0.11830944491315583,2.071050626994074e-08,6.688288151810068e-08
SAC3D1,9.925142383209302,1.7221593894333334,5.763196161811197,2.2400519324950216e-12,2.8771845486482774e-11
EEF2K,10.576038781,2.1490294451,4.921309386948799,1.3811152209378262e-12,2.0283385135986805e-11
SNX15,3.1390849475813956,1.7848706273333335,1.7587184748909848,0.12180425892607713,0.15036090825604814
UBIAD1,11.195951497674418,3.5438459985999997,3.1592658095462927,1.4532247805913004e-07,4.017893989317386e-07
HCFC2,9.197870219209301,0.04621896143333334,199.00642364014163,1.3599845000786529e-05,2.802431260864303e-05
SNX11,2.2077550910232557,0.9062043354333333,2.4362663084893987,0.25746474774085293,0.2947227746269824
RMC1,8.13552990255814,2.8135197349,2.891584445504982,1.8599540589164063e-09,7.47262743154435e-09
PYCR2,51.95081196813953,2.2436819873333333,23.154267075916692,4.770305427572316e-13,1.3025822461481415e-11
NME7,3.1607545493488374,1.9932313079666666,1.5857439809999692,1.0085183347974013e-08,3.458975336181962e-08
EPN1,8.323053332325582,2.4487602488,3.398884532041976,6.295488858473388e-11,3.792454184423428e-10
GMPPB,6.967009366581396,11.8784322824,0.5865259994708438,0.0021258307368579375,0.0033807244620860104
GMPPA,4.946504265325581,14.6841088368,0.3368610462031645,6.97938861987231e-10,3.0797712825515204e-09
SEC61A1,6.473335451813953,7.184220125666667,0.9010491519722543,0.7792489258212888,0.8047211260900816
TIMM22,2.1494016702093024,0.22916487946666667,9.379280434295104,0.0025612826890035576,0.004030797499123895
PCDHB1,7.023808515930233,10.625953648200001,0.6610050023246657,0.8664426436038775,0.8828157250768941
SNX12,5.032702513930232,11.5208046936,0.43683602385222126,1.0698049520687551e-07,3.0241114789953935e-07
PADI1,3.393908428651163,2.1268499740999998,1.5957441615445083,0.021536579182985124,0.029965046207091277
PNMA3,3.8291290354651157,3.226396407666667,1.1868129490741486,0.06115262806806639,0.07954376879129019
ANAPC4,5.85532434227907,2.6348105964,2.2222942135876216,4.190539682834471e-08,1.2712414516972403e-07
DPP7,10.355224232813955,37.887512048299996,0.2733149703684117,4.190539682834471e-08,1.2712414516972403e-07
TRHDE,8.953383397511628,3.2426915787333335,2.7610962005239537,0.0006807642431878134,0.0011426445481028317
CERS2,3.282832218767442,14.102085406833334,0.2327905500541577,5.394361708043177e-07,1.3531574108668557e-06
SLC25A24,6.078050297883721,40.75252330473334,0.14914537321858953,3.0846422281159875e-12,3.6858696757104035e-11
MRM2,5.65839531127907,2.4186003902333337,2.3395329522514374,1.6193093371964879e-09,6.582056786436124e-09
PRICKLE4,3.2019598539534884,0.0124433723,257.3225148903958,4.024676558111308e-07,1.0290304892798334e-06
STRN3,2.601827871,1.5689339767333335,1.6583412110286804,0.01642418837346507,0.023226755365218118
LRP12,0.4436571771162791,0.0124433723,35.654094920577045,0.9552943362898095,0.9608355597815703
A1CF,1.8910037876744186,0.3125190798333333,6.05084268353437,0.00046855311326487916,0.0008015304882633174
UBQLN2,8.90948821016279,27.464476558999998,0.32440043745320124,4.966120146308951e-12,5.3140271607663594e-11
SLC2A8,5.229870584116279,2.3293455249,2.245210308307867,8.354652948249478e-08,2.4071686053122883e-07
PILRA,3.9474289851627904,4.270023357133334,0.9244513800067089,0.3075935395885667,0.3474916577020759
PACSIN1,0.7392055859302326,0.32014848426666664,2.308946074267569,0.6947500343173065,0.7265070431502043
BAZ2B,0.5712813857906976,1.5720356126666668,0.3634023181075553,3.850179533743379e-06,8.557886308141328e-06
LMCD1,3.1259973271395354,2.6505606434,1.179372120733548,0.11649225257988607,0.14421185154279423
NOP53,88.95952254767442,4.738355078266666,18.774347020911026,4.770305427572316e-13,1.3025822461481415e-11
BICRA,1.4486121947906978,0.3880271320333334,3.7332755243163125,0.22167017292125335,0.2565778023670943
TNPO2,38.7509369983721,3.6582545226666667,10.592739449447818,6.107917705201362e-13,1.3106205846257285e-11
ERO1A,4.690845525069768,12.253081706966666,0.38282985760249355,5.695630836691434e-05,0.00010904596102518769
EFEMP2,6.278677079744186,2.1214269320666665,2.9596480486026358,1.005865802855261e-07,2.8571307307834e-07
TBX21,6.552033570418604,6.212997862600001,1.054568779084808,0.0006270522101315031,0.001057959937460925
SH3KBP1,3.5609680686744185,11.733026781366668,0.3034995261691234,1.7535239087728887e-05,3.565226025844838e-05
TLX3,2.6694192458372092,1.8631958626,1.432709947150786,0.001898283955577361,0.0030321275911394277
SLC40A1,1.6648974136046513,1.6070787867999998,1.0359774687336762,0.12453034855940223,0.1534654004739072
HUNK,4.085254677534884,38.63787107966667,0.1057318781646012,0.0003059166973064999,0.0005347671994730075
VSX1,5.301317219883721,3.4614147849666663,1.5315463615940998,3.462827592950641e-08,1.0698377453094519e-07
ST6GALNAC6,4.9241987375581395,2.7581869951333338,1.7853027174178588,4.799709195033985e-07,1.2125622948182712e-06
CXXC1,3.475670659348837,1.4464934671666667,2.4028249959239987,0.006439970190447151,0.00968248153867702
CD209,1.783367634860465,0.35319113686666664,5.049298945272528,0.426005200736562,0.4667825188883527
DNTTIP2,7.1134536385581395,3.5719866841666668,1.991455810876766,2.8889830258358416e-05,5.72432047672109e-05
SOCS7,4.745539717488373,1.8126468624333332,2.6180166781729706,1.584592507819092e-05,3.240758219650385e-05
EHD2,3.962506878581395,52.277581388899996,0.0757974407634464,1.3811152209378262e-12,2.0283385135986805e-11
CTAG2,7.031561349627907,2.4123916166666666,2.914767776943198,4.702803494169674e-05,9.082404571261239e-05
PIK3R4,3.6045477329069766,2.0079139894333333,1.7951703867177298,1.50996177313734e-06,3.5397920873102887e-06
CDR2L,5.123449405139535,2.7863449953333332,1.8387706524929486,5.088665522262582e-07,1.2815307345140243e-06
TAX1BP3,4.5452002734186046,10.1808222602,0.446447266954773,0.014072397964285489,0.02026908821380331
STOML2,3.6983646465348836,8.073144882866666,0.45810705743480273,0.012808647548484656,0.018525796487424393
KLK14,4.777151209186047,2.8617592185,1.6693057816688035,9.479945924175887e-06,1.998266264083435e-05
KLK12,1.200846641744186,1.7934625412666667,0.6695688446863605,0.007620519237504231,0.011343430206328851
ZBTB21,2.8703979378372093,2.2388716961333333,1.2820734402934122,0.0024681602962169247,0.00389147116759393
SCAPER,3.6830451154418604,2.4303052385666666,1.515466064507201,0.00046855311326487916,0.0008015304882633174
WRAP73,5.4304248612325585,5.618035903566667,0.9666055814604173,0.6619193221216304,0.6948900540938396
DUOX2,21.400561509860466,2.8540362989,7.498349449202398,8.477571654052356e-13,1.4518436124487644e-11
PODXL2,3.7058267725116276,0.7635828698333333,4.853208366657696,0.10164300492847061,0.12698302048497898
CHST11,3.096285584883721,1.5021114694333335,2.061288824358544,0.018547506269580374,0.02601253659628005
UBQLN3,7.127918119860465,3.3166017801,2.149163086937,1.0166077897122924e-06,2.44752575942251e-06
GALNT9,5.025781390767442,2.6931061009999997,1.8661653875802653,8.306406289653156e-05,0.00015609292312046492
ATP6V0A4,5.958091315558139,2.1043143015,2.8313694923382333,9.847318786799705e-11,5.563133556748489e-10
ITSN2,6.168639792302326,3.7290731940333335,1.6542018542763914,0.005426596071724213,0.008233511927855201
DEF6,2.178081194767442,2.9905833156333332,0.7283131633154908,0.10400751126822691,0.12978824128572738
CYHR1,21.957777368069767,2.8105294282,7.812683670112857,1.0826597994222035e-12,1.710176592068675e-11
GEMIN4,3.2846750415813952,2.3519254229333333,1.396589793856955,0.008144677817354786,0.012070671990580484
CALY,12.84402408083721,3.222920235933333,3.985213142303436,5.251376936840129e-10,2.437066930633927e-09
ANO7,10.25876554876744,2.1556359494666664,4.75904363689314,2.7780598775237185e-06,6.262433988939935e-06
NEUROG3,4.249533343930232,1.7422459233999998,2.439112232581524,7.299360134820619e-06,1.5595202505912605e-05
DCAF8,4.204752570279069,2.9495353470666665,1.4255643942225427,0.10641551145072833,0.13257628096233373
MYEF2,10.995713598930234,2.9092782664666665,3.779533132210342,1.0605040655408916e-10,5.914558309973854e-10
ASAP1,0.38377032634883723,1.0415027822666667,0.3684774854980431,0.012022963936702135,0.017445645369925628
AK3,2.734456160883721,7.566377740133333,0.36139567105931125,9.847318786799705e-11,5.563133556748489e-10
HP1BP3,39.59948386886047,18.802436059233333,2.106082623768015,6.925054916815442e-06,1.4864174001362615e-05
HDGFL3,15.84284832627907,3.2372610082333333,4.893905151912656,7.811912235047516e-13,1.3958075971263471e-11
COPS7A,3.3906296277906978,5.4645016061,0.6204828678256316,0.00010002324054547618,0.000185901903469357
NSDHL,6.438464503209302,16.2178381115,0.3969989377711086,9.45632729705139e-08,2.699103969803726e-07
TAS2R7,4.037957189651163,3.2634672747333338,1.2373211831827284,0.2435984920822616,0.28000522717011145
F11R,3.5975624028139537,5.465486841566667,0.6582327443281745,0.00046855311326487916,0.0008015304882633174
VILL,6.226885875558139,4.0019611625,1.555958596976549,5.394361708043177e-07,1.3531574108668557e-06
HEBP1,10.089030482976744,15.2112292441,0.6632620099976463,0.13299461187868455,0.16340806688596887
CDON,6.15784386844186,2.759408762433333,2.2315808923545206,1.6193093371964879e-09,6.582056786436124e-09
PDE11A,4.817716359627907,2.9371007775333333,1.6402965797019644,4.525233314524941e-06,9.935328798033968e-06
FOXP3,3.6536680758372095,2.256276097066667,1.6193355416862592,7.692967497020275e-06,1.639254168929373e-05
SHANK1,4.820528270162791,2.6576214803666667,1.8138505824756175,0.0009412741086306985,0.0015556050713306433
MTERF3,3.019790598651163,2.6215967495,1.1518898164742948,0.002657607847478228,0.004175928137644967
SLC35C2,3.326337376046512,1.9158062198999999,1.736259827061287,2.7490128187064886e-10,1.3739661513476027e-09
ASCC1,5.708378373906977,2.564693372433333,2.225754717996161,8.106820348011296e-06,1.7231086737749597e-05
DERL2,2.693404919255814,1.4919183214,1.8053300107799144,0.008700876480451487,0.012850045897716728
FAHD2A,5.7223403886046516,6.693486800333333,0.8549117312548792,0.025669760626709514,0.03539944666994672
EMC9,11.815471553372094,2.2514793049,5.247870379113647,2.427030088925922e-12,3.060665465034764e-11
WASHC3,3.728824893604651,2.919528123033333,1.2772012244672177,0.01024261643287065,0.014977679362642382
MRPS16,3.4810924047906977,2.351874672333333,1.4801351644035732,7.56410327141803e-05,0.00014288270836663495
FIS1,5.304812088465116,7.869834704933334,0.6740690608329688,0.023524500463700443,0.03259127951476349
BOLA1,5.004543468209302,3.9829762505,1.2564833816373022,0.16444453141396076,0.19381007992937568
